Sexo,edad,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Hombres,53,0.014031,0.014217,0.014702,0.015026,0.014915,0.014485,0.014349,0.013979,0.013351,0.013076,0.012926,0.01246,0.012082,0.01152,0.011157,0.011108,0.010671,0.01051,0.01064,0.010491,0.010262,0.009963,0.009852,0.009767,0.009726,0.009802,0.009591,0.009398,0.009224,0.008853,0.008381,0.008158,0.008141,0.008116,0.00788,0.007959,0.007789,0.007872,0.008101,0.008287,0.008396,0.00824,0.008085,0.008047,0.008134,0.008349
Hombres,54,0.014904,0.015149,0.015663,0.015997,0.015872,0.015411,0.015269,0.014874,0.014216,0.013924,0.013777,0.013285,0.012892,0.012301,0.011928,0.011889,0.011427,0.011262,0.011413,0.01126,0.011018,0.010697,0.010581,0.010498,0.010453,0.010538,0.010315,0.010111,0.009928,0.009536,0.009035,0.008799,0.008783,0.008762,0.008507,0.008592,0.008409,0.008496,0.008741,0.008939,0.009055,0.008887,0.008722,0.008682,0.008779,0.009012
Hombres,55,0.015848,0.01616,0.016691,0.017039,0.016903,0.01641,0.016258,0.015844,0.015139,0.014843,0.014692,0.014176,0.013772,0.013151,0.012764,0.012737,0.012251,0.012083,0.012255,0.012095,0.011839,0.011503,0.011379,0.011288,0.011247,0.011339,0.011099,0.010886,0.010692,0.010274,0.009739,0.009491,0.00948,0.009461,0.00919,0.009282,0.009081,0.009175,0.009436,0.009648,0.009774,0.009592,0.009415,0.009375,0.009482,0.009732
Hombres,56,0.016868,0.017245,0.017814,0.018171,0.018017,0.017497,0.017336,0.016888,0.016148,0.015835,0.015684,0.015149,0.014724,0.014072,0.013674,0.013653,0.013145,0.012979,0.013164,0.013001,0.012731,0.012372,0.012244,0.012146,0.012104,0.012206,0.011951,0.011722,0.01152,0.011076,0.010503,0.010242,0.010235,0.010218,0.009928,0.010027,0.009813,0.00991,0.010192,0.01042,0.010555,0.010358,0.010167,0.010126,0.010244,0.010515
Hombres,57,0.017977,0.018418,0.019019,0.019396,0.019221,0.018664,0.018492,0.01802,0.01723,0.016906,0.016752,0.016192,0.015757,0.01507,0.014654,0.014652,0.014116,0.013944,0.014152,0.01398,0.013698,0.013312,0.013177,0.013081,0.013031,0.013143,0.012869,0.012628,0.012417,0.011941,0.011331,0.011054,0.011052,0.01104,0.010728,0.010839,0.010603,0.010709,0.011011,0.011257,0.011401,0.011191,0.010985,0.010944,0.011074,0.011365
Hombres,58,0.019173,0.019693,0.020319,0.020712,0.020525,0.019926,0.019735,0.019236,0.018405,0.018057,0.017909,0.017318,0.016868,0.016147,0.01572,0.015726,0.015164,0.014989,0.015221,0.015046,0.014746,0.014332,0.01419,0.014086,0.014041,0.01416,0.013867,0.013611,0.013387,0.012879,0.012224,0.011932,0.011937,0.011928,0.011597,0.011717,0.011463,0.011575,0.0119,0.012165,0.01232,0.012093,0.011873,0.011831,0.011973,0.012288
Hombres,59,0.020455,0.02106,0.021713,0.02213,0.021925,0.021285,0.021088,0.020547,0.019662,0.019303,0.019158,0.01854,0.018064,0.017316,0.016865,0.01689,0.016299,0.01612,0.016382,0.016193,0.015877,0.015439,0.015287,0.015178,0.015128,0.01526,0.014947,0.014671,0.014433,0.013892,0.01319,0.012883,0.012894,0.012892,0.012535,0.012667,0.012393,0.012515,0.012865,0.013148,0.013316,0.01307,0.012836,0.012794,0.012946,0.013286
Hombres,60,0.021849,0.02254,0.023221,0.023664,0.023436,0.022744,0.022534,0.021963,0.021018,0.020648,0.020496,0.019847,0.019365,0.018569,0.018111,0.018152,0.017525,0.017342,0.017633,0.017443,0.017104,0.016636,0.016473,0.016362,0.016309,0.016449,0.01611,0.015819,0.015563,0.014986,0.014237,0.013908,0.013929,0.013932,0.013554,0.013696,0.013401,0.01353,0.013909,0.014214,0.014396,0.014131,0.013878,0.013835,0.014003,0.014368
Hombres,61,0.023352,0.024132,0.024857,0.025304,0.025061,0.024323,0.024089,0.023489,0.022488,0.022093,0.021944,0.02127,0.020754,0.019929,0.019451,0.019509,0.018852,0.018666,0.018991,0.018786,0.01843,0.017929,0.017761,0.017638,0.01758,0.017731,0.01737,0.017054,0.016788,0.01617,0.015365,0.015018,0.015047,0.01506,0.014655,0.014808,0.014491,0.014629,0.01504,0.015369,0.015565,0.01528,0.015011,0.014965,0.015146,0.015541
Hombres,62,0.024973,0.025843,0.026602,0.027077,0.026814,0.026012,0.025769,0.025121,0.024052,0.02365,0.023503,0.022787,0.022261,0.021395,0.020895,0.020976,0.020281,0.020099,0.020453,0.020243,0.019866,0.019328,0.019146,0.019017,0.018955,0.01912,0.018727,0.018393,0.018108,0.017447,0.016588,0.016219,0.016259,0.016278,0.015845,0.016016,0.015668,0.015821,0.016265,0.01662,0.016832,0.016522,0.016235,0.016186,0.016385,0.01681
Hombres,63,0.026716,0.027675,0.028488,0.028976,0.028694,0.027841,0.027571,0.026884,0.025751,0.025321,0.025175,0.024432,0.023882,0.022972,0.022456,0.022562,0.021831,0.021642,0.022035,0.021818,0.021415,0.02084,0.020647,0.020509,0.020445,0.02062,0.020199,0.019838,0.019536,0.018825,0.017905,0.017518,0.017569,0.017594,0.017129,0.017318,0.016944,0.01711,0.017589,0.017976,0.018203,0.017871,0.017559,0.017511,0.017728,0.018185
Hombres,64,0.028598,0.029666,0.030502,0.031025,0.030713,0.029797,0.029514,0.02878,0.027571,0.027113,0.026982,0.026193,0.025626,0.024664,0.024134,0.02427,0.023499,0.023306,0.02374,0.023517,0.023088,0.022469,0.022267,0.022122,0.022048,0.022241,0.021783,0.021399,0.021075,0.020315,0.019325,0.018914,0.018979,0.019016,0.018522,0.018725,0.018325,0.018506,0.019022,0.019438,0.019688,0.019327,0.018995,0.018944,0.01918,0.019673
Hombres,65,0.030615,0.031788,0.032676,0.033225,0.032893,0.031906,0.031598,0.030809,0.02952,0.029046,0.028911,0.02809,0.027507,0.026501,0.025952,0.026114,0.025299,0.025105,0.025581,0.025346,0.024894,0.024229,0.024014,0.023855,0.023779,0.023983,0.023495,0.023083,0.022731,0.021919,0.020864,0.020428,0.020509,0.020556,0.020028,0.020252,0.019819,0.020015,0.020574,0.021025,0.021295,0.020905,0.020546,0.020496,0.020752,0.02128
Hombres,66,0.032786,0.034073,0.035014,0.035599,0.035215,0.034164,0.033836,0.032994,0.031613,0.031123,0.030997,0.030133,0.029519,0.028468,0.027898,0.028099,0.02724,0.027046,0.027572,0.027323,0.026841,0.026132,0.025902,0.025732,0.025654,0.025873,0.025343,0.024898,0.024524,0.023655,0.022519,0.022062,0.022155,0.02222,0.021653,0.021898,0.021435,0.021646,0.022251,0.022741,0.02303,0.022611,0.022223,0.022174,0.022452,0.02302
Hombres,67,0.035131,0.03653,0.037518,0.038136,0.037731,0.036598,0.036231,0.035338,0.033865,0.033351,0.033233,0.032326,0.031693,0.03059,0.03,0.030233,0.029327,0.029141,0.029717,0.029462,0.028945,0.028183,0.027938,0.027761,0.02767,0.027903,0.02733,0.026854,0.026458,0.025524,0.024311,0.023818,0.023936,0.024012,0.023407,0.02368,0.023181,0.023408,0.024062,0.024591,0.024904,0.024452,0.024038,0.023985,0.02429,0.024901
Hombres,68,0.037645,0.039181,0.040221,0.040846,0.040415,0.039199,0.038812,0.037845,0.036277,0.035733,0.035628,0.034671,0.034031,0.032865,0.032262,0.032544,0.03159,0.031392,0.032034,0.031768,0.031214,0.030392,0.030134,0.029946,0.02985,0.0301,0.029482,0.028964,0.028542,0.02754,0.026238,0.02572,0.025858,0.025955,0.025308,0.025605,0.025064,0.025313,0.026021,0.026596,0.026933,0.026448,0.026,0.025948,0.026275,0.026934
Hombres,69,0.040354,0.042002,0.043106,0.043774,0.043298,0.042001,0.041571,0.040533,0.038868,0.038298,0.038201,0.037207,0.036544,0.035309,0.034696,0.035026,0.034015,0.033829,0.034524,0.034247,0.033658,0.032776,0.032503,0.032296,0.032194,0.032463,0.031794,0.03124,0.030787,0.029714,0.028319,0.027773,0.027934,0.028047,0.027353,0.027679,0.027099,0.027372,0.028141,0.028763,0.029127,0.028599,0.028123,0.028068,0.028423,0.029134
Hombres,70,0.043252,0.045039,0.046202,0.046908,0.046384,0.044987,0.044541,0.043439,0.041656,0.041058,0.040963,0.039921,0.039232,0.037947,0.037323,0.037692,0.036638,0.036447,0.037219,0.036923,0.0363,0.035355,0.035052,0.034844,0.034728,0.035016,0.03429,0.033697,0.033212,0.032062,0.030563,0.029987,0.030173,0.030304,0.029568,0.029925,0.029301,0.029597,0.030429,0.031103,0.031498,0.030928,0.030414,0.030364,0.030745,0.031506
Hombres,71,0.046364,0.048312,0.049526,0.050277,0.04971,0.048198,0.047724,0.04653,0.044634,0.044001,0.043923,0.042842,0.042122,0.040784,0.040142,0.040563,0.039454,0.039267,0.040113,0.039817,0.039138,0.038133,0.037802,0.03758,0.037461,0.037762,0.036976,0.036344,0.035823,0.034588,0.032978,0.032368,0.032587,0.032744,0.031961,0.032354,0.03168,0.032002,0.0329,0.033627,0.034059,0.033442,0.03289,0.032837,0.033256,0.034073
Hombres,72,0.049728,0.051791,0.053076,0.053866,0.053258,0.051652,0.051131,0.049857,0.047814,0.047158,0.047104,0.045962,0.045236,0.043829,0.043168,0.043657,0.042486,0.042302,0.043236,0.042923,0.042205,0.041117,0.040776,0.040534,0.040397,0.040721,0.039879,0.03919,0.038639,0.037309,0.035584,0.034943,0.035189,0.035382,0.034537,0.03497,0.034243,0.034598,0.035571,0.036359,0.036825,0.036162,0.035567,0.035517,0.03597,0.036847
Hombres,73,0.053322,0.055541,0.056914,0.057725,0.057064,0.055347,0.054765,0.053413,0.051244,0.050551,0.050519,0.049325,0.048574,0.047098,0.046423,0.046983,0.045752,0.045581,0.046594,0.046273,0.045505,0.044334,0.043969,0.043706,0.04356,0.043907,0.042994,0.042257,0.041664,0.040243,0.038401,0.037718,0.038004,0.038217,0.037322,0.037797,0.037015,0.0374,0.038459,0.039311,0.039811,0.039096,0.038458,0.038405,0.038897,0.039838
Hombres,74,0.057168,0.059553,0.061002,0.06187,0.06117,0.059298,0.058674,0.057221,0.054899,0.054187,0.05417,0.052918,0.05216,0.050615,0.049918,0.050568,0.049266,0.049095,0.050204,0.049884,0.049058,0.047807,0.047411,0.047135,0.046982,0.047344,0.04636,0.04556,0.044927,0.043406,0.041426,0.04071,0.041034,0.041285,0.040328,0.040847,0.040007,0.040424,0.041571,0.042492,0.043041,0.042264,0.041584,0.041527,0.042057,0.04307
Hombres,75,0.061308,0.063853,0.065373,0.066296,0.06553,0.063523,0.062876,0.06131,0.058833,0.058087,0.058089,0.056786,0.056001,0.054388,0.053681,0.054421,0.053044,0.052877,0.054106,0.053765,0.052892,0.051546,0.051125,0.050832,0.050657,0.051051,0.049979,0.049119,0.048448,0.046807,0.044685,0.043928,0.044302,0.044594,0.043571,0.044131,0.043235,0.043692,0.044934,0.04593,0.046522,0.04569,0.044953,0.0449,0.045474,0.046557
Hombres,76,0.065726,0.068466,0.070071,0.071024,0.070221,0.068083,0.067362,0.065668,0.063049,0.062246,0.06228,0.060932,0.06014,0.058442,0.05773,0.058549,0.057107,0.056971,0.058296,0.057948,0.057025,0.055573,0.055117,0.054799,0.05461,0.055029,0.053874,0.052955,0.052228,0.050473,0.048196,0.047394,0.047815,0.048153,0.047061,0.047687,0.04672,0.047213,0.048555,0.049641,0.050281,0.049379,0.048591,0.048537,0.04916,0.050323
Hombres,77,0.070494,0.073391,0.075076,0.076114,0.075227,0.072915,0.072148,0.070363,0.067561,0.066727,0.066778,0.065362,0.064562,0.062797,0.062062,0.062996,0.061471,0.061334,0.062797,0.06245,0.061458,0.059889,0.059427,0.05907,0.058872,0.059321,0.058061,0.057066,0.056299,0.054427,0.051985,0.05114,0.051606,0.051988,0.050828,0.051512,0.050476,0.051013,0.052471,0.053635,0.054327,0.053366,0.052513,0.052462,0.053132,0.054383
Hombres,78,0.075564,0.078675,0.080455,0.081528,0.080589,0.078134,0.077298,0.075368,0.072371,0.071498,0.071602,0.070108,0.069283,0.067454,0.066722,0.067757,0.066151,0.066052,0.067633,0.067278,0.066231,0.064555,0.064042,0.063679,0.063441,0.063926,0.062564,0.061506,0.060668,0.058661,0.056048,0.055154,0.055689,0.056124,0.054894,0.055636,0.054528,0.055108,0.056682,0.057947,0.058696,0.057657,0.056742,0.056695,0.05742,0.058764
Hombres,79,0.081039,0.084301,0.086193,0.087361,0.086341,0.083688,0.082756,0.080725,0.07752,0.076589,0.076763,0.075198,0.074367,0.072444,0.071706,0.072877,0.071177,0.071103,0.07284,0.072473,0.071362,0.069558,0.069004,0.068609,0.068358,0.068868,0.067419,0.066271,0.065379,0.063226,0.060413,0.059473,0.060077,0.060571,0.059258,0.060076,0.058884,0.059521,0.06122,0.06259,0.063401,0.062282,0.061296,0.061256,0.062041,0.063479
Hombres,80,0.086854,0.090329,0.092305,0.093552,0.092476,0.089637,0.088627,0.086436,0.083015,0.082082,0.082269,0.080628,0.079807,0.077776,0.077054,0.078348,0.07659,0.076514,0.07843,0.078058,0.076852,0.074924,0.07435,0.073924,0.073657,0.074195,0.072615,0.071391,0.070441,0.06813,0.065131,0.064123,0.064802,0.065363,0.063961,0.064865,0.063571,0.064277,0.066108,0.067599,0.068481,0.067259,0.066216,0.066169,0.067013,0.068558
Hombres,81,0.093049,0.096771,0.098878,0.100168,0.099004,0.095974,0.094919,0.092537,0.08892,0.087902,0.088159,0.086441,0.085611,0.083509,0.082793,0.084236,0.082367,0.082348,0.084423,0.084045,0.082784,0.080706,0.080092,0.079638,0.079353,0.079899,0.078203,0.076875,0.075877,0.073392,0.070172,0.069132,0.069884,0.070521,0.069042,0.07001,0.068628,0.06939,0.071384,0.072985,0.073934,0.072639,0.071499,0.071469,0.07238,0.074033
Hombres,82,0.099673,0.103659,0.105869,0.10726,0.106021,0.102746,0.101638,0.099074,0.095203,0.094147,0.094421,0.092686,0.091859,0.089629,0.088926,0.090538,0.088602,0.088617,0.090844,0.090472,0.089145,0.086914,0.08625,0.085754,0.085464,0.086047,0.084212,0.082792,0.081724,0.079063,0.075614,0.074523,0.075355,0.076082,0.074488,0.075549,0.074082,0.074899,0.07706,0.078784,0.079821,0.078416,0.077202,0.077164,0.078152,0.079933
Hombres,83,0.106813,0.111032,0.113337,0.114804,0.11346,0.110034,0.10878,0.106021,0.101884,0.100802,0.101162,0.099328,0.098497,0.096216,0.095526,0.097309,0.095256,0.095295,0.097756,0.09738,0.095945,0.093579,0.092883,0.092344,0.092001,0.092656,0.090671,0.089127,0.08797,0.085141,0.081448,0.080286,0.081234,0.082041,0.080357,0.08152,0.079939,0.08083,0.08316,0.085035,0.086145,0.084649,0.083331,0.08331,0.08437,0.086269
Hombres,84,0.114437,0.118827,0.121285,0.12284,0.121455,0.117706,0.116376,0.113505,0.1091,0.107911,0.108326,0.106481,0.105599,0.103225,0.102561,0.104549,0.10242,0.102501,0.105179,0.104813,0.103269,0.100716,0.099988,0.099428,0.099061,0.099726,0.097596,0.095945,0.094696,0.091666,0.087703,0.086498,0.087564,0.08844,0.08666,0.08793,0.086227,0.087212,0.089724,0.091754,0.09295,0.091338,0.089938,0.089915,0.091064,0.093102
Hombres,85,0.122736,0.127302,0.129918,0.131566,0.130139,0.126053,0.124644,0.121658,0.116973,0.115672,0.116144,0.11429,0.113354,0.110885,0.110248,0.112452,0.110246,0.110372,0.113279,0.112923,0.111265,0.108517,0.107755,0.107174,0.106782,0.107456,0.105173,0.10341,0.102064,0.098822,0.094576,0.093327,0.094518,0.095466,0.093585,0.094969,0.093138,0.094222,0.096926,0.099119,0.100406,0.098673,0.097186,0.097161,0.098405,0.100588
Hombres,86,0.131778,0.136523,0.139303,0.141046,0.139579,0.13514,0.13365,0.130545,0.12557,0.124152,0.124684,0.122822,0.12183,0.119263,0.118658,0.121089,0.118803,0.118977,0.122124,0.121779,0.120003,0.117049,0.116253,0.11565,0.115232,0.115914,0.113472,0.111591,0.110143,0.106681,0.102135,0.100841,0.102165,0.10319,0.101203,0.102706,0.10074,0.101931,0.104836,0.107202,0.108584,0.106724,0.105145,0.105118,0.106462,0.108798
Hombres,87,0.141637,0.146565,0.149515,0.151356,0.149847,0.145041,0.143469,0.140243,0.134966,0.133426,0.134021,0.132154,0.131104,0.128436,0.127865,0.130535,0.128167,0.128393,0.13179,0.131459,0.129558,0.126391,0.125559,0.124934,0.12449,0.125179,0.122571,0.120567,0.119012,0.115318,0.110459,0.109119,0.110583,0.111688,0.109591,0.111221,0.109113,0.110415,0.113533,0.11608,0.117562,0.115568,0.113894,0.113865,0.115314,0.11781
Hombres,88,0.152397,0.15751,0.160634,0.162575,0.161025,0.155841,0.154182,0.150834,0.145246,0.143579,0.14424,0.14237,0.14126,0.13849,0.137955,0.140875,0.138425,0.138705,0.142363,0.142047,0.140018,0.136628,0.13576,0.135112,0.13464,0.135336,0.132555,0.130423,0.128757,0.124822,0.119635,0.118248,0.11986,0.12105,0.118838,0.120601,0.118344,0.119765,0.123105,0.12584,0.127426,0.125293,0.123521,0.123489,0.125048,0.127711
Hombres,89,0.16415,0.169449,0.17275,0.174794,0.173203,0.167628,0.165882,0.16241,0.156503,0.154704,0.155434,0.153565,0.152392,0.149518,0.149024,0.152204,0.149672,0.150009,0.153937,0.153638,0.151476,0.147856,0.146951,0.146281,0.145779,0.146481,0.143521,0.141258,0.139475,0.135289,0.129762,0.128326,0.130095,0.131373,0.129043,0.130945,0.128533,0.130077,0.133648,0.136581,0.138275,0.135997,0.134123,0.134089,0.135762,0.138598
Hombres,90,0.176997,0.182482,0.185965,0.188113,0.186482,0.180507,0.178671,0.175075,0.168842,0.166907,0.167708,0.165843,0.164608,0.161629,0.161178,0.164628,0.162013,0.162411,0.166618,0.166338,0.164039,0.160182,0.15924,0.158547,0.158015,0.158722,0.155578,0.153178,0.151276,0.146831,0.14095,0.139467,0.141399,0.142769,0.140317,0.142363,0.139791,0.141464,0.145276,0.148413,0.150219,0.147791,0.145812,0.145775,0.147568,0.150582
Hombres,91,0.191055,0.196724,0.20039,0.202641,0.200973,0.194589,0.192664,0.188945,0.182381,0.180306,0.181181,0.179324,0.178024,0.174941,0.174538,0.178266,0.175569,0.17603,0.180523,0.180263,0.177825,0.173725,0.172747,0.172031,0.171469,0.172178,0.168846,0.166307,0.164282,0.159571,0.153327,0.151794,0.153897,0.155362,0.152785,0.154982,0.152243,0.154051,0.158111,0.161458,0.16338,0.160798,0.158711,0.158672,0.160587,0.163785
Hombres,92,0.20645,0.212298,0.216146,0.218501,0.216797,0.210002,0.207987,0.204147,0.19725,0.195033,0.195983,0.194139,0.192774,0.189588,0.189236,0.193249,0.190473,0.190999,0.195783,0.195545,0.192966,0.188621,0.187605,0.186868,0.186274,0.186985,0.183462,0.180782,0.178631,0.173649,0.167032,0.165451,0.167731,0.169294,0.166591,0.168942,0.166033,0.16798,0.172293,0.175857,0.177896,0.175156,0.172961,0.17292,0.17496,0.178344
Hombres,93,0.223323,0.229345,0.233373,0.23583,0.234093,0.226885,0.224782,0.220825,0.213597,0.211236,0.212263,0.210437,0.209008,0.205721,0.205423,0.209726,0.206874,0.207467,0.212544,0.212331,0.20961,0.205017,0.203966,0.203207,0.202583,0.203294,0.199577,0.196755,0.194477,0.189222,0.182227,0.180599,0.183061,0.184724,0.181894,0.184403,0.181321,0.18341,0.187981,0.191764,0.193922,0.191023,0.188719,0.188675,0.190843,0.194415
Hombres,94,0.241835,0.248018,0.252223,0.254778,0.253012,0.245397,0.243206,0.23914,0.231586,0.229081,0.230186,0.228384,0.226891,0.223508,0.223268,0.227862,0.224938,0.225601,0.23097,0.230782,0.227922,0.223084,0.221998,0.221219,0.220564,0.221272,0.217365,0.214401,0.211996,0.206468,0.199093,0.197421,0.200068,0.201832,0.198875,0.201545,0.198288,0.200523,0.205353,0.209355,0.211632,0.208575,0.206162,0.206115,0.208412,0.212172
Hombres,95,0.26216,0.268492,0.272865,0.275513,0.273723,0.265711,0.263438,0.259271,0.251402,0.248756,0.249938,0.248166,0.246611,0.24314,0.242961,0.247843,0.244855,0.245588,0.251243,0.251083,0.248087,0.243008,0.24189,0.241093,0.240408,0.241111,0.237016,0.233915,0.231384,0.225587,0.217837,0.216123,0.218957,0.220821,0.217742,0.220571,0.217141,0.219521,0.224608,0.228829,0.231223,0.228008,0.22549,0.22544,0.227864,0.231809
Hombres,96,0.284498,0.290959,0.295488,0.298222,0.296415,0.288025,0.285675,0.281418,0.273254,0.270471,0.271728,0.269994,0.268381,0.264829,0.264715,0.269877,0.266834,0.267637,0.273567,0.273437,0.270311,0.265003,0.263854,0.263042,0.262329,0.263023,0.258749,0.255516,0.252863,0.246807,0.238692,0.23694,0.239961,0.241923,0.238726,0.241712,0.238114,0.240638,0.245974,0.250407,0.252914,0.249548,0.246929,0.246876,0.249424,0.253546
Hombres,97,0.30907,0.315636,0.320305,0.323115,0.321296,0.312557,0.310139,0.305808,0.297374,0.294462,0.295792,0.294103,0.292437,0.288818,0.28877,0.2942,0.291111,0.291983,0.298171,0.298072,0.294826,0.289304,0.28813,0.287305,0.286565,0.287248,0.282808,0.279451,0.276684,0.270385,0.261924,0.26014,0.263342,0.265399,0.262092,0.26523,0.261471,0.264134,0.269707,0.274341,0.276955,0.273446,0.270733,0.270679,0.273344,0.277632
Hombres,98,0.336123,0.342762,0.34755,0.350422,0.348601,0.339552,0.337077,0.332693,0.324026,0.320996,0.322393,0.320759,0.319047,0.315376,0.315396,0.321073,0.317954,0.318892,0.325312,0.325244,0.321893,0.31618,0.314986,0.314152,0.313389,0.314057,0.309467,0.306001,0.30313,0.296612,0.287836,0.286027,0.289401,0.291544,0.288141,0.29142,0.287514,0.290307,0.296098,0.300915,0.303625,0.299988,0.297192,0.297135,0.299908,0.304346
Hombres,99,0.365934,0.372608,0.377485,0.380402,0.378591,0.369287,0.366769,0.362356,0.353505,0.350374,0.351832,0.350262,0.348513,0.344811,0.3449,0.350792,0.347662,0.348661,0.355276,0.355241,0.351804,0.345932,0.344724,0.343886,0.343104,0.343753,0.339039,0.335483,0.332523,0.325818,0.316771,0.314947,0.318477,0.320698,0.317215,0.320619,0.316585,0.319496,0.325474,0.330451,0.333243,0.329496,0.326632,0.326573,0.32944,0.334004
Hombres,100,0.398816,0.405476,0.410406,0.413346,0.411557,0.402068,0.399526,0.395117,0.386147,0.382937,0.384444,0.382949,0.381176,0.37747,0.377626,0.383692,0.380571,0.381624,0.388386,0.388384,0.384886,0.378898,0.377686,0.376849,0.376054,0.376678,0.371875,0.368252,0.365224,0.35838,0.349121,0.347295,0.350959,0.353241,0.349704,0.35321,0.349074,0.352084,0.35821,0.363311,0.366166,0.362336,0.359423,0.359363,0.362303,0.366961
Hombres,101,0.435117,0.441703,0.446639,0.449574,0.447823,0.438242,0.435699,0.431334,0.422326,0.419068,0.42061,0.419202,0.417421,0.413742,0.413964,0.420146,0.417063,0.418159,0.425004,0.425034,0.421508,0.41546,0.414254,0.413426,0.412625,0.413221,0.408372,0.404716,0.401647,0.394724,0.385335,0.383522,0.387288,0.389612,0.38605,0.389627,0.385427,0.388509,0.394727,0.399908,0.402799,0.39892,0.395986,0.395924,0.398912,0.403621
Hombres,102,0.475231,0.481669,0.486553,0.489449,0.487755,0.478198,0.475684,0.47141,0.46247,0.459203,0.46076,0.459451,0.457683,0.454072,0.454355,0.460577,0.457567,0.458692,0.465538,0.465598,0.462086,0.45605,0.454864,0.454054,0.453256,0.453817,0.448978,0.445332,0.442258,0.435336,0.425924,0.424144,0.427967,0.430307,0.42676,0.430367,0.42615,0.429268,0.435508,0.440707,0.443601,0.439719,0.436796,0.436734,0.439734,0.44444
Hombres,103,0.519597,0.525799,0.530559,0.533373,0.531758,0.522373,0.519924,0.5158,0.50706,0.503833,0.505382,0.504185,0.502455,0.498963,0.499297,0.505465,0.502567,0.503702,0.510445,0.510533,0.507087,0.501154,0.500004,0.499224,0.498441,0.498961,0.494205,0.490622,0.487588,0.480769,0.471472,0.46975,0.473573,0.475892,0.472412,0.475995,0.471824,0.474931,0.481099,0.486238,0.489092,0.485264,0.482396,0.482335,0.485302,0.489934
Hombres,104,0.568713,0.574571,0.579119,0.581799,0.580289,0.571258,0.56892,0.565018,0.55664,0.553516,0.555026,0.553955,0.552296,0.548982,0.549358,0.555347,0.552612,0.553733,0.560241,0.560351,0.557038,0.551322,0.550229,0.549492,0.548739,0.549211,0.544628,0.541176,0.538242,0.531656,0.522651,0.521015,0.524762,0.527016,0.523667,0.527156,0.523111,0.526145,0.532123,0.537103,0.539862,0.536161,0.533401,0.533342,0.536219,0.54069
Hombres,105,0.623137,0.628523,0.632748,0.635233,0.633859,0.625407,0.623235,0.619642,0.611828,0.608887,0.610317,0.609387,0.607838,0.604779,0.605178,0.610835,0.608322,0.609396,0.615506,0.615633,0.612535,0.607177,0.606166,0.605488,0.604784,0.605199,0.600903,0.597668,0.594906,0.588715,0.580228,0.578716,0.582286,0.584419,0.581281,0.584588,0.580769,0.583652,0.58929,0.593985,0.596579,0.593099,0.590515,0.590459,0.593172,0.59737
Hombres,106,0.6835,0.688258,0.69203,0.694241,0.69304,0.685445,0.683505,0.680327,0.673324,0.670664,0.671965,0.671192,0.669802,0.667086,0.667487,0.672617,0.670399,0.671387,0.676896,0.677031,0.674247,0.669423,0.668524,0.667925,0.667292,0.667644,0.663774,0.66086,0.658363,0.652772,0.645085,0.64374,0.64701,0.648948,0.646123,0.649132,0.645669,0.6483,0.653408,0.657661,0.660005,0.656861,0.654535,0.654484,0.656943,0.66073
Hombres,107,0.750512,0.754456,0.757615,0.759462,0.758477,0.752075,0.75045,0.74781,0.741922,0.739665,0.740775,0.740174,0.739004,0.736742,0.737114,0.741478,0.739639,0.740491,0.74515,0.745279,0.742933,0.73886,0.73811,0.737613,0.737079,0.737358,0.734088,0.731625,0.729507,0.724768,0.718234,0.717112,0.71992,0.721572,0.719185,0.721755,0.718808,0.721061,0.725404,0.729017,0.731004,0.728339,0.726375,0.726332,0.728422,0.731628
Hombres,108,0.824975,0.827884,0.830237,0.831609,0.83089,0.826092,0.824882,0.822931,0.818526,0.816823,0.817665,0.81725,0.816374,0.814697,0.815,0.818301,0.816945,0.817598,0.821102,0.821211,0.819452,0.816392,0.815836,0.815469,0.815068,0.815265,0.812806,0.810955,0.809356,0.805783,0.800841,0.800007,0.802152,0.803406,0.80161,0.803563,0.801331,0.803047,0.806332,0.809064,0.810562,0.808552,0.807077,0.807044,0.808624,0.811038
Hombres,109,0.907796,0.909407,0.910723,0.911488,0.911094,0.908395,0.907718,0.906636,0.904162,0.903198,0.903677,0.903463,0.902971,0.902037,0.902221,0.904095,0.903344,0.903718,0.905696,0.905764,0.904775,0.90305,0.902739,0.902536,0.90231,0.902414,0.901027,0.899982,0.899076,0.897054,0.894247,0.893782,0.895012,0.895726,0.894712,0.895825,0.894557,0.895537,0.897403,0.898953,0.8998,0.898663,0.897831,0.897812,0.898709,0.900074
Mujeres,0,0.070957,0.064338,0.061909,0.060148,0.058676,0.057444,0.056183,0.054642,0.052246,0.049427,0.046274,0.042825,0.039274,0.036877,0.03467,0.032757,0.03117,0.02974,0.028455,0.029104,0.027888,0.025147,0.024324,0.023384,0.022593,0.021887,0.021132,0.020278,0.019406,0.018501,0.017562,0.016572,0.015694,0.014965,0.014399,0.013935,0.013515,0.013133,0.01276,0.012417,0.012108,0.011802,0.01146,0.011075,0.010702,0.010492
